combo,slice_family,slice_value,sample_races,hits,hit_rate_pct,stake_yen,return_yen,profit_yen,roi_pct,avg_hit_payout_yen,baseline_hit_rate_pct,baseline_roi_pct,baseline_avg_hit_payout_yen,roi_lift_pct,hit_rate_lift_pct,avg_payout_lift_yen,distortion_type,positive_months,months_with_sample,bad_loss_months,worst_month_roi_pct,monthly_detail
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,<=0.03 | best,1050,287,27.33,105000,123240,18240,117.37,429.41,18.77,81.19,432.63,36.18,8.56,-3.22,probability_plus_price,3,3,0,105.43,2024-12:366r/118.66%/+6830; 2025-01:349r/127.48%/+9590; 2025-02:335r/105.43%/+1820
1-3,lane1_target_exhibition_st_rank_pair,1-2,1183,305,25.78,118300,140770,22470,118.99,461.54,15.49,76.86,496.19,42.13,10.29,-34.65,probability_plus_price,3,3,0,105.35,2024-12:435r/117.72%/+7710; 2025-01:402r/132.11%/+12910; 2025-02:346r/105.35%/+1850
1-3,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 2,1183,305,25.78,118300,140770,22470,118.99,461.54,15.49,76.86,496.19,42.13,10.29,-34.65,probability_plus_price,3,3,0,105.35,2024-12:435r/117.72%/+7710; 2025-01:402r/132.11%/+12910; 2025-02:346r/105.35%/+1850
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,3 | 1,2086,456,21.86,208600,232500,23900,111.46,509.87,15.49,76.86,496.19,34.6,6.37,13.68,probability_plus_price,3,3,0,105.22,2024-12:739r/105.22%/+3860; 2025-01:705r/115.22%/+10730; 2025-02:642r/114.50%/+9310
1-3,target_exhibition_st_rank_bucket x other_st_faster_than_target_count_bucket,2 | 0,1408,333,23.65,140800,156650,15850,111.26,470.42,15.49,76.86,496.19,34.4,8.16,-25.77,probability_plus_price,3,3,0,104.05,2024-12:509r/112.99%/+6610; 2025-01:482r/115.66%/+7550; 2025-02:417r/104.05%/+1690
1-2,lane1_target_start_gap_pair,best-0.04-0.06,1422,371,26.09,142200,157930,15730,111.06,425.69,18.77,81.19,432.63,29.87,7.32,-6.94,probability_plus_price,3,3,0,103.58,2024-12:491r/103.58%/+1760; 2025-01:495r/111.43%/+5660; 2025-02:436r/119.06%/+8310
1-2,target_lane x lane1_target_start_gap_pair,2 | best-0.04-0.06,1422,371,26.09,142200,157930,15730,111.06,425.69,18.77,81.19,432.63,29.87,7.32,-6.94,probability_plus_price,3,3,0,103.58,2024-12:491r/103.58%/+1760; 2025-01:495r/111.43%/+5660; 2025-02:436r/119.06%/+8310
1-2,lane1_start_exhibition_gap_bucket x target_start_exhibition_gap_bucket,best | 0.04-0.06,1422,371,26.09,142200,157930,15730,111.06,425.69,18.77,81.19,432.63,29.87,7.32,-6.94,probability_plus_price,3,3,0,103.58,2024-12:491r/103.58%/+1760; 2025-01:495r/111.43%/+5660; 2025-02:436r/119.06%/+8310
1-2,lane1_target_exhibition_st_rank_pair,1-3,1080,290,26.85,108000,120600,12600,111.67,415.86,18.77,81.19,432.63,30.48,8.08,-16.77,probability_plus_price,3,3,0,101.16,2024-12:388r/101.16%/+450; 2025-01:391r/105.58%/+2180; 2025-02:301r/133.12%/+9970
1-2,lane1_exhibition_st_rank_bucket x target_exhibition_st_rank_bucket,1 | 3,1080,290,26.85,108000,120600,12600,111.67,415.86,18.77,81.19,432.63,30.48,8.08,-16.77,probability_plus_price,3,3,0,101.16,2024-12:388r/101.16%/+450; 2025-01:391r/105.58%/+2180; 2025-02:301r/133.12%/+9970
1-2,lane1_target_start_gap_pair x target_outer_pressure_bucket,<=0.03-best | high_other_pressure,727,183,25.17,72700,90480,17780,124.46,494.43,18.77,81.19,432.63,43.27,6.4,61.8,probability_plus_price,3,3,0,100.77,2024-12:251r/132.95%/+8270; 2025-01:242r/138.55%/+9330; 2025-02:234r/100.77%/+180
